Gene,RANGE,N_INFORMATIVE,NumVar,NumPolyVar,NonRefSite,P_value,Test_Type,neg_log10_p,significance_level,Q,rho,OptFreq,Zmax,Stat
FAM168A,"11:72789179-72986805,11:72789179-72986805,11:72789179-72986805",282,1,1,5.0,0.58531,CMC,0.23261405591705256,Not_Significant,,,,,
NEDD4,"15:53906413-54073102,15:53906408-53996621,15:53906413-54073102,15:53906413-53996626,15:53906408-53996621,15:53906408-53996621,15:53906408-53996621",282,4,4,,0.585799,Variable_Threshold,0.23225137402494353,Not_Significant,,,0.007093,5.34161,5.34161
DOCK1,"10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-128960438,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770,10:128583986-129140770",282,2,2,,0.585927,Variable_Threshold,0.2321564888830166,Not_Significant,,,0.007093,6.77729,6.77729
PRLR,"5:35091563-35266346,5:35091558-35153981,5:35100947-35153981,5:35084617-35153981,5:35084617-35153981,5:35084617-35153981,5:35084617-35153981",282,1,1,4.0,0.586195,CMC,0.23195789023342492,Not_Significant,,,,,
LOC101927964,10:4083917-4121205,282,1,1,3.0,0.586492,CMC,0.23173790746925493,Not_Significant,,,,,
C5orf67,5:55842865-55937840,282,1,1,4.0,0.587207,CMC,0.23120877590660913,Not_Significant,,,,,
ATG5,"6:106739044-106870834,6:106739044-106880388,6:106739044-106880388,6:106739044-106880388,6:106739044-106880003,6:106739044-106880328,6:106739044-106870834",282,1,1,2.0,0.588234,CMC,0.2304498768271851,Not_Significant,,,,,
ADGRA2,8:37773558-37821572,282,2,2,,0.588484,SKAT-O,0.23026534047759348,Not_Significant,172.88,0.0,,,
HNMT,"2:138438512-138455718,2:138438512-138490404,2:138438512-138441471",282,2,2,,0.589372,Variable_Threshold,0.2296105005430064,Not_Significant,,,0.007093,6.77729,6.77729
AGPAT3,"21:44169706-44231899,21:44109531-44231899,21:44109531-44231899,21:44161096-44231899,21:44109531-44231899",282,1,1,,0.58963,SKAT-O,0.22942042795938136,Not_Significant,16.5632,0.0,,,
CDH9,5:26916462-27074450,282,1,1,,0.589827,SKAT-O,0.22927535100663016,Not_Significant,11.6186,0.0,,,
PSD3,"8:18429092-18788847,8:18429092-18915493,8:18429092-18710657",282,2,2,,0.58998,Variable_Threshold,0.22916271045422848,Not_Significant,,,0.008866,2.72273,2.72273
MEIS2,"15:34968698-35180042,15:34968698-35180042,15:34968698-35180804,15:34968698-35180042,15:34970513-35178889,15:34968698-35178189,15:34968698-35180042,15:34970513-35180792,15:34968698-35180042",282,2,2,6.0,0.591007,CMC,0.22840737522133397,Not_Significant,,,,,
TTC6,"14:37311338-37381673,14:37134584-37381673",282,3,3,,0.591379,Variable_Threshold,0.22813410142986726,Not_Significant,,,0.007093,6.77729,6.77729
GABPB1,"15:48354878-48434687,15:48365368-48434897,15:48354878-48434687,15:48365368-48434897,15:48365368-48434897,15:48354878-48434687,15:48354878-48434687",282,1,1,5.0,0.592268,CMC,0.22748173148002593,Not_Significant,,,,,
MYRIP,"3:39825408-40276815,3:39826103-40276815,3:39826103-40276815,3:40116505-40276815,3:39826154-40276815,3:39826103-40276815",282,2,2,,0.59351,Variable_Threshold,0.2265719592565983,Not_Significant,,,0.007093,6.77729,6.77729
CHCHD6,"3:127905772-128161953,3:127905772-128161953",282,2,2,,0.593571,Variable_Threshold,0.2265273254642633,Not_Significant,,,0.007093,6.77729,6.77729
SSU72,1:1466915-1500106,282,1,1,3.0,0.593712,CMC,0.22642417310339186,Not_Significant,,,,,
REEP1,"2:86294630-86418260,2:86294630-86418717,2:86294630-86418260,2:86294630-86418260,2:86294630-86418260,2:86294630-86418260",282,2,2,,0.594259,Variable_Threshold,0.22602423219845458,Not_Significant,,,0.007093,6.77729,6.77729
WDR86,"7:150709143-150738057,7:150709143-150738731,7:150709139-150738724,7:150709143-150738057",282,2,2,,0.594767,Variable_Threshold,0.22565313583852542,Not_Significant,,,0.007093,6.77729,6.77729
ANKRD36C,2:95878406-96021299,282,1,1,5.0,0.59509,CMC,0.22541734763691723,Not_Significant,,,,,
ARHGAP26,"5:142130125-142588769,5:142130125-142588765,5:142130125-142588769,5:142130975-142588769",282,5,5,,0.59518,SKAT-O,0.22535167093592368,Not_Significant,157.516,1.0,,,
EFCAB6,"22:42255990-42539518,22:42255990-42539518",282,5,5,,0.595387,Variable_Threshold,0.22520065220508395,Not_Significant,,,0.007093,7.40744,7.40744
TBCB,"19:41298209-41308683,19:41298511-41308683,19:41297727-41308690",282,1,1,5.0,0.595551,CMC,0.2250810417879466,Not_Significant,,,,,
TMEFF2,"2:192522017-192767904,2:192749713-192767904,2:192522017-192767904",282,3,3,12.0,0.597417,CMC,0.2237224233436305,Not_Significant,,,,,
CNTNAP2,7:146102295-147749021,282,5,5,,0.597644,Variable_Threshold,0.22355743620309507,Not_Significant,,,0.007093,7.43628,7.43628
SNPH,"20:1194937-1237971,20:1194937-1237971",282,1,1,4.0,0.597732,CMC,0.22349349328559204,Not_Significant,,,,,
FBLN5,"14:91405507-91483129,14:91405507-91483791,14:91405507-91483791,14:91405507-91483791,14:91405507-91483791,14:91405507-91483791",282,3,3,10.0,0.598868,CMC,0.22266889245045943,Not_Significant,,,,,
LDB3,"10:88416524-88449787,10:88418247-88449787,10:88416524-88449787,10:88416524-88485809,10:88418247-88485809,10:88418300-88449790,10:88418247-88485809,10:88418247-88485809,10:88418247-88485809,10:88418247-88449787,10:88418247-88485809,10:88418247-88449787",282,1,1,,0.598962,SKAT-O,0.22260072972055164,Not_Significant,29.0445,0.0,,,
RPGRIP1L,"16:52190651-52295351,16:52189565-52295272,16:52189565-52295272,16:52284727-52295272,16:52189565-52295272,16:52287043-52295272",282,1,1,,0.599108,SKAT-O,0.2224948811563246,Not_Significant,49.7789,0.0,,,
ECT2,"3:173951209-174021958,3:173951209-174021958,3:173951485-174021958,3:173951485-174021958,3:173951209-174021958,3:173951485-174021958,3:173951209-174021958,3:173951209-174021958,3:173951168-174021958,3:173951209-174021958,3:173951209-174021958,3:173951209-174021958,3:173951485-174021958,3:173951485-174021958",282,1,1,4.0,0.601316,CMC,0.2208972401603833,Not_Significant,,,,,
CFAP99,4:2390479-2434488,282,1,1,4.0,0.60164,CMC,0.2206632974134513,Not_Significant,,,,,
CPNE4,"3:132735093-133241140,3:132735093-133239338,3:132735093-133236976",282,4,4,11.0,0.602916,CMC,0.21974319080787968,Not_Significant,,,,,
TF,"3:134947926-134998175,3:134947926-134998175,3:134863531-134998175",282,1,1,4.0,0.602972,CMC,0.21970285457266706,Not_Significant,,,,,
PDZD2,5:31674994-32146795,282,1,1,5.0,0.603361,CMC,0.21942276514575743,Not_Significant,,,,,
SLC22A9,11:62893832-62934341,282,1,1,3.0,0.603632,CMC,0.2192277452797376,Not_Significant,,,,,
ADARB1,"21:45318922-45470903,21:45319393-45470906,21:45318922-45470903,21:45318922-45470903,21:45318922-45470903,21:45318922-45470903,21:45396872-45470903,21:45318922-45470903,21:45318922-45470903,21:45318920-45470906,21:45318922-45470903",282,1,1,4.0,0.604214,CMC,0.21880921608308582,Not_Significant,,,,,
MTUS2,"13:28292475-28978084,13:28292475-28978084,13:28900796-28978084,13:28292099-28978084,13:28292475-28978084,13:28292475-28978084",282,2,2,,0.604354,SKAT-O,0.21870859910871882,Not_Significant,143.564,0.0,,,
IQCA1,"2:236897528-237077079,2:236897532-237080858,2:236897528-237080917,2:236897532-237080858",282,1,1,,0.604935,SKAT-O,0.21829128759195063,Not_Significant,10.3138,0.0,,,
LINC01206,3:183152845-183211158,282,1,1,,0.605188,SKAT-O,0.21810969199295382,Not_Significant,17.0858,0.0,,,
REC114,"15:71522557-71639406,15:71522557-71639406",282,2,2,,0.605708,Variable_Threshold,0.217736690274438,Not_Significant,,,0.007093,6.77729,6.77729
HMGXB3,"5:149360494-149412884,5:149360494-149412884",282,1,1,3.0,0.60578,CMC,0.2176850691230377,Not_Significant,,,,,
SH3GL3,"15:81906983-82078497,15:81906983-82078497,15:81907096-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81906983-82078497,15:81950369-82078497",282,1,1,5.0,0.607489,CMC,0.2164615815692423,Not_Significant,,,,,
TMTC1,"12:29545039-29828142,12:29545039-29828142,12:29545012-29828959",282,2,2,,0.607623,Variable_Threshold,0.216365795401694,Not_Significant,,,0.00532,5.52041,5.52041
CCNT2,"2:135392861-135433381,2:135392861-135433381,2:135392861-135433381,2:135392861-135433381,2:135392861-135433381,2:135392861-135433381",282,1,1,,0.607666,SKAT-O,0.2163350625262551,Not_Significant,15.6253,0.0,,,
TRPM3,"9:72588592-73251707,9:72333795-73251707,9:72333795-73251707,9:72333795-72926357,9:72333795-72673788,9:72333795-72673788,9:72333795-72673788,9:72333796-72673788,9:72333796-72673788,9:72588592-72926357,9:72333795-72926357,9:72333795-72673788,9:72333795-72926357,9:72333795-72926357,9:72588592-72673788,9:72333795-72673788,9:72333795-72926357,9:72333795-72926357,9:72333795-72926357,9:72333795-72926357,9:72588592-72673788,9:72333795-72926357,9:72333795-73251707",282,5,5,,0.608658,SKAT-O,0.21562666538607006,Not_Significant,329.339,0.0,,,
SNX6,"14:34100049-34169105,14:34100049-34169105,14:34100049-34169105,14:34100049-34169105,14:34100049-34169105",282,1,1,5.0,0.608811,CMC,0.21551750933186092,Not_Significant,,,,,
GARNL3,"9:129066873-129195760,9:129066576-129195649,9:129065761-129195649",282,1,1,3.0,0.609518,CMC,0.21501346447505834,Not_Significant,,,,,
XPC,"3:14161648-14195176,3:14161648-14195176,3:14161648-14195105,3:14161648-14195105,3:14161648-14195105,3:14161648-14195176,3:14161648-14195105",282,1,1,5.0,0.609606,CMC,0.21495076713750474,Not_Significant,,,,,
LINC01790,2:195303563-195334404,282,1,1,4.0,0.610116,CMC,0.21458758569340772,Not_Significant,,,,,
MOBP,"3:39484174-39519521,3:39484174-39532498,3:39484174-39532498,3:39484174-39545992,3:39484174-39532498,3:39484174-39545992,3:39484174-39545992",282,1,1,5.0,0.610433,CMC,0.21436199646452983,Not_Significant,,,,,
KIAA1109,"4:123292935-123503357,4:123311207-123503364",282,1,1,4.0,0.610622,CMC,0.2142275526307382,Not_Significant,,,,,
NFIB,"9:14071846-14522075,9:14071846-14522075,9:14071841-14170801,9:14071846-14298034,9:14071841-14304045,9:14071846-14522075,9:14071846-14312386,9:14071846-14304140,9:14071846-14306136,9:14071846-14312386,9:14071846-14298034,9:14071846-14290263,9:14071846-14290263,9:14071846-14312386,9:14071846-14304140,9:14071846-14522075,9:14071846-14312386,9:14071846-14298034,9:14071841-14388982,9:14071846-14312386,9:14071846-14304140,9:14071846-14304140,9:14071846-14304140,9:14295755-14304140,9:14071846-14170803,9:14071846-14296844,9:14071846-14312386,9:14071846-14304953,9:14071846-14312386,9:14071846-14298034,9:14071846-14304140,9:14071846-14312386",282,2,2,7.0,0.610727,CMC,0.21415287959180798,Not_Significant,,,,,
L3MBTL4,"18:6019382-6404910,18:5944704-6404910,18:5944704-6405258,18:5944704-6404910,18:5944704-6357682,18:5944704-6404910,18:6069803-6404910,18:5944717-6404910,18:5944704-6404910,18:5944704-6404910,18:5944704-6349029",282,5,5,13.0,0.612106,CMC,0.21317336342824234,Not_Significant,,,,,
MIR100HG,"11:121465020-121579027,11:121465020-121478147,11:121465020-121476764,11:121465020-121476764,11:121404246-121476764,11:121465020-121798789,11:121465020-121685405,11:121465020-121579027,11:121465020-121579027,11:121465020-121556550,11:121465020-121556550,11:121465020-121556550,11:121465020-121533031,11:121465020-121533031,11:121465020-121532289,11:121465020-121478147,11:121465020-121478147,11:121465020-121478147,11:121465020-121743906,11:121465020-121685405,11:121465020-121532289,11:121465020-121481534,11:121465020-121481534",282,2,2,,0.612482,Variable_Threshold,0.21290667009084704,Not_Significant,,,0.00532,4.20232,4.20232
COG6,"13:39127798-39224765,13:39127798-39263803,13:39127763-39224765",282,2,2,8.0,0.612699,CMC,0.21275282848938817,Not_Significant,,,,,
SAMD12-AS1,8:119702420-119807487,282,1,1,4.0,0.615041,CMC,0.21109593222417905,Not_Significant,,,,,
WBP11,12:14828782-14847679,282,2,2,7.0,0.615454,CMC,0.21080440137234902,Not_Significant,,,,,
LYN,"8:56954947-57089282,8:56954947-57089282",282,2,2,7.0,0.616707,CMC,0.20992112203888094,Not_Significant,,,,,
CHST11,"12:103374855-103679922,12:103374855-103679922",282,1,1,4.0,0.617368,CMC,0.20945588503142076,Not_Significant,,,,,
LOC101928438,9:101387888-101621992,282,3,3,,0.617392,SKAT-O,0.20943900228891696,Not_Significant,283.572,0.0,,,
WDR72,"15:51593229-51839152,15:51593229-51620341,15:51593229-51842367,15:51593229-51620592,15:51593229-51620592",282,4,4,,0.618505,Variable_Threshold,0.20865678518015984,Not_Significant,,,0.00532,6.32541,6.32541
AKAP10,"17:19748207-19821733,17:19748207-19821761",282,1,1,5.0,0.618538,CMC,0.2086336142509258,Not_Significant,,,,,
ZNF230,19:49198948-49209916,282,1,1,5.0,0.61855,CMC,0.2086251887649733,Not_Significant,,,,,
STARD13,"13:32575275-32678161,13:32589684-32678187,13:32575275-32658228,13:32589684-32658228,13:32575275-33148931,13:32575275-32757892",282,2,2,,0.619085,SKAT-O,0.20824971851358162,Not_Significant,86.8222,1.0,,,
SYN3,"22:31233806-31732806,22:31233806-31784367,22:31233806-31784367,22:31233806-31778530,22:31233806-31784367,22:31233806-31784367,22:31233806-31783574",282,3,3,11.0,0.619276,CMC,0.20811575071792057,Not_Significant,,,,,
LINC01122,2:58601391-59144405,282,4,4,9.0,0.620188,CMC,0.20747664116899464,Not_Significant,,,,,
FIGNL1,"7:50472518-50485542,7:50472518-50485542,7:50472511-50485598,7:50472518-50485542,7:50472511-50485598,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542,7:50472518-50485542",282,1,1,3.0,0.620543,CMC,0.2072281190553651,Not_Significant,,,,,
TK1,"17:73681766-73694728,17:73681766-73694728,17:73681754-73694880",282,1,1,,0.620781,SKAT-O,0.2070615838269162,Not_Significant,8.0512,0.0,,,
ASNSP1,8:47610001-47648430,282,1,1,5.0,0.621186,CMC,0.20677834075941856,Not_Significant,,,,,
HSD17B4,"5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926,5:118816090-118905926",282,2,2,3.0,0.621539,CMC,0.20653161528719416,Not_Significant,,,,,
CD200R1,"3:114122743-114176640,3:114130454-114176640,3:114122743-114176640,3:114130454-114176640",282,2,2,,0.622293,SKAT-O,0.20600508424527664,Not_Significant,67.0901,1.0,,,
DDR2,"1:160868877-161023819,1:160868877-161023819,1:160867276-161023819,1:160868388-161023819",282,2,2,,0.623549,SKAT-O,0.2051294129256834,Not_Significant,119.794,0.0,,,
ARHGAP44,"17:12633539-12835685,17:12633539-12835685,17:12633539-12835685,17:12633539-12835685,17:12633539-12835685,17:12633539-12835685",282,3,3,,0.624588,SKAT-O,0.20440636398005368,Not_Significant,110.859,0.0,,,
LRRC52,1:163779860-163799818,282,1,1,4.0,0.624637,CMC,0.20437229416937241,Not_Significant,,,,,
LRRC52-AS1,1:163712702-163818016,282,1,1,4.0,0.624637,CMC,0.20437229416937241,Not_Significant,,,,,
LINC01170,5:123423385-123802112,282,1,1,5.0,0.624707,CMC,0.20432362764715747,Not_Significant,,,,,
PBX3,"9:127550282-127769476,9:127549472-127769476,9:127549472-127769476,9:127549472-127769476,9:127549472-127769476",282,1,1,4.0,0.625396,CMC,0.20384490080892034,Not_Significant,,,,,
LINC00508,12:126934488-127034389,282,3,3,,0.625959,SKAT-O,0.2034541119283718,Not_Significant,130.932,1.0,,,
MDFIC2,"3:70326319-70444479,3:70326319-70444479",282,1,1,5.0,0.626061,CMC,0.20338334942098038,Not_Significant,,,,,
LINC01194,5:12627968-12858295,282,2,2,6.0,0.626552,CMC,0.20304287937710283,Not_Significant,,,,,
TREH,"11:118033235-118055569,11:118033235-118055569",282,3,3,,0.626867,SKAT-O,0.20282459201321323,Not_Significant,117.082,0.0,,,
EFCAB2,"1:243199793-243317771,1:243200253-243355153,1:243200253-243355153,1:243200314-243317762",282,1,1,3.0,0.627103,CMC,0.20266112159695243,Not_Significant,,,,,
SPATA21,"1:16594762-16636506,1:16597724-16636506,1:16597724-16636506",282,1,1,3.0,0.627103,CMC,0.20266112159695243,Not_Significant,,,,,
ADAMTS19,5:128823889-129102275,282,2,2,8.0,0.627124,CMC,0.20264657848135875,Not_Significant,,,,,
ERMP1,9:5774571-5823117,282,1,1,3.0,0.627151,CMC,0.20262788090544726,Not_Significant,,,,,
IGF1R,"15:97009290-97325282,15:97009290-97325282",282,1,1,3.0,0.627294,CMC,0.20252886642305676,Not_Significant,,,,,
DIRC3,2:217856986-218329561,282,1,1,5.0,0.627365,CMC,0.20247971377162235,Not_Significant,,,,,
FAM230G,"22:18705552-19036786,22:18706435-19036786",282,2,2,,0.627416,Variable_Threshold,0.2024444103703288,Not_Significant,,,0.008866,2.72273,2.72273
SCARF1,"17:1483901-1495776,17:1483901-1495776,17:1483901-1495776,17:1483901-1495776",282,1,1,4.0,0.628689,CMC,0.2015641383154618,Not_Significant,,,,,
ELF2,"4:140197828-140317822,4:140197823-140224828,4:140197823-140224828,4:140198320-140225018,4:140197823-140224828,4:140197823-140317822,4:140197823-140317822,4:140197828-140317822,4:140197828-140317822,4:140197828-140317822,4:140197828-140317822",282,1,1,4.0,0.629289,CMC,0.2011498596732261,Not_Significant,,,,,
C12orf4,"12:4467156-4517935,12:4467156-4517935,12:4467156-4517935,12:4467156-4517935,12:4467156-4517935,12:4467156-4517935,12:4467161-4517896,12:4467156-4517935,12:4467156-4517935,12:4467156-4517935",282,1,1,4.0,0.630136,CMC,0.20056570820468983,Not_Significant,,,,,
NBPF1,1:16761404-16812646,282,1,1,,0.630662,SKAT-O,0.20020333626131026,Not_Significant,23.7725,0.0,,,
IFT88,"13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583,13:20039295-20163583",282,1,1,5.0,0.631161,CMC,0.199859844412189,Not_Significant,,,,,
SLC35E4,"22:29361801-29389286,22:29361767-29373880,22:29361767-29395006",282,1,1,3.0,0.631172,CMC,0.19985227550715198,Not_Significant,,,,,
DUSP18,"22:29378037-29393862,22:29387444-29393862,22:29387444-29393862,22:29387444-29393862",282,1,1,3.0,0.631172,CMC,0.19985227550715198,Not_Significant,,,,,
PARG,"10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377,10:50696330-51041377",282,3,3,,0.631184,SKAT-O,0.1998440186702803,Not_Significant,196.86,0.0,,,
TBC1D30,"12:63504693-63561080,12:63439543-63561065,12:63504693-63561080,12:63504693-63561080,12:63460801-63561080",282,1,1,4.0,0.631855,CMC,0.19938257349753,Not_Significant,,,,,
TRERF1,"6:42300646-42527940,6:42300648-42527767",282,1,1,4.0,0.63219,CMC,0.19915237812498582,Not_Significant,,,,,
TMX3,"18:64491904-64533325,18:64491904-64533325,18:64491904-64533325,18:64509234-64533390,18:64515153-64533325,18:64491904-64533325,18:64491904-64533325",282,1,1,5.0,0.63335,CMC,0.1983562251150545,Not_Significant,,,,,
IQGAP1,15:88732477-88846475,282,2,2,4.0,0.633878,CMC,0.19799432102247685,Not_Significant,,,,,
NUP210L,"1:152231789-152394216,1:152231789-152394216",282,2,2,5.0,0.634094,CMC,0.1978463562267266,Not_Significant,,,,,
AKR1D1,"7:137411744-137453591,7:137411744-137453591,7:137411744-137453591",282,1,1,5.0,0.634471,CMC,0.1975882235736932,Not_Significant,,,,,
SOS1,"2:39062193-39201696,2:39062193-39205513,2:39062193-39201696",282,1,1,4.0,0.634842,CMC,0.19733434882826104,Not_Significant,,,,,
LOC202181,5:176978106-177031884,282,1,1,3.0,0.635696,CMC,0.19675052127898615,Not_Significant,,,,,
GALNT14,"2:30986834-31206010,2:30986836-31214810,2:30986836-31214810,2:30986836-31214810,2:30986836-31214810,2:30986836-31214810",282,2,2,,0.63614,SKAT-O,0.19644729545773493,Not_Significant,32.9746,0.0,,,
ABLIM1,"10:116180860-116276662,10:116180860-116276662,10:116180860-116518053,10:116180858-116434752,10:116180860-116276662,10:116180860-116276662,10:116180860-116276662,10:116180860-116276662,10:116180860-116434192,10:116180860-116518053,10:116180860-116276662,10:116180860-116434192,10:116180860-116276662,10:116180860-116276662,10:116180860-116363485,10:116180860-116276662,10:116180860-116276662,10:116180860-116276662,10:116180860-116276662,10:116180860-116408024,10:116180860-116276662,10:116180858-116382146,10:116180858-116382146,10:116180860-116434192,10:116180860-116276662,10:116180860-116518053",282,2,2,,0.636987,SKAT-O,0.19586943090778305,Not_Significant,67.5359,1.0,,,
MUC15,"11:26537154-26550386,11:26537154-26550386,11:26537154-26550386",282,1,1,5.0,0.637051,CMC,0.19582579822670884,Not_Significant,,,,,
ZGRF1,"4:113679937-113777600,4:113679943-113777514",282,1,1,,0.638309,SKAT-O,0.19496903208158203,Not_Significant,7.70652,0.0,,,
GATA2-AS1,3:129690735-129704740,282,1,1,2.0,0.638956,CMC,0.1945290473425894,Not_Significant,,,,,
PDE3B,"11:14621925-14850166,11:14621844-14850180,11:14621844-14850180",282,1,1,3.0,0.639032,CMC,0.19447739367970118,Not_Significant,,,,,
MYO3A,"10:26263163-26352423,10:26263163-26541467",282,1,1,5.0,0.639156,CMC,0.194393129837567,Not_Significant,,,,,
UBE2G1,17:4119260-4216718,282,3,3,6.0,0.639303,CMC,0.19429325758648797,Not_Significant,,,,,
HIPK1,"1:114295289-114322014,1:114273468-114322014,1:114298021-114322014,1:114273468-114316203,1:114273988-114322014,1:114273988-114322014",282,1,1,4.0,0.640897,CMC,0.19321176131731416,Not_Significant,,,,,
LINC01913,2:41958198-41974690,282,1,1,4.0,0.641156,CMC,0.19303628920759153,Not_Significant,,,,,
NSMCE1,16:27143815-27187594,282,1,1,5.0,0.641187,CMC,0.19301529150426003,Not_Significant,,,,,
NCMAP,1:24755164-24808405,282,1,1,,0.641717,SKAT-O,0.19265645547521398,Not_Significant,7.04264,0.0,,,
SLX4,16:3571184-3601608,282,1,1,5.0,0.642421,CMC,0.19218027091266593,Not_Significant,,,,,
FRMD5,"15:41950253-42274761,15:41950253-42274761,15:41950253-42274761,15:41950253-42274761,15:41950253-42274761,15:41950253-42273936,15:41950253-42274761",282,3,3,6.0,0.642752,CMC,0.19195656332358885,Not_Significant,,,,,
RALGAPA2,20:20318173-20641287,282,2,2,,0.643501,Variable_Threshold,0.19145077386581913,Not_Significant,,,0.00532,6.32541,6.32541
RFTN1,3:16332355-16530210,282,1,1,,0.643575,SKAT-O,0.1914008346365953,Not_Significant,23.1754,0.0,,,
TRAK1,"3:42176688-42229113,3:42165730-42220685,3:42107852-42242386,3:42165730-42229122,3:42107852-42229113,3:42165730-42242386,3:42165730-42242386,3:42107852-42242386,3:42103695-42242386,3:42107852-42242386,3:42103695-42242386",282,2,2,,0.644073,SKAT-O,0.19106490639724533,Not_Significant,86.6391,0.0,,,
CACNA2D3,3:54131618-55083624,282,4,4,,0.646279,SKAT-O,0.18957995568539257,Not_Significant,377.694,1.0,,,
VSTM2B,"19:34708164-34747298,19:34708164-34747298,19:34708740-34747298,19:34711646-34747298,19:34708740-34747298",282,1,1,5.0,0.64634,CMC,0.18953896609230172,Not_Significant,,,,,
CNTLN,"9:17125037-17158569,9:17125037-17493921,9:17125037-17292044,9:17125037-17493921,9:17125037-17158569",282,2,2,8.0,0.646508,CMC,0.1894260967165199,Not_Significant,,,,,
CACNG2,"22:35286849-35429743,22:35286849-35429743,22:35286849-35429743",282,2,2,,0.646625,SKAT-O,0.189347508582861,Not_Significant,89.2978,0.0,,,
MICU2,13:20964833-21076309,282,2,2,,0.648205,Variable_Threshold,0.1882876233130119,Not_Significant,,,0.00532,6.32541,6.32541
SYNPO,"5:149977398-150012096,5:149960830-150013987,5:150000414-150018962,5:150000414-150013987",282,2,2,,0.649615,Variable_Threshold,0.18734395553101735,Not_Significant,,,0.00532,6.32541,6.32541
DAGLA,11:61204438-61271049,282,1,1,3.0,0.649738,CMC,0.1872617327302332,Not_Significant,,,,,
SLC1A1,9:4480467-4577469,282,2,2,,0.650227,SKAT-O,0.1869350008387324,Not_Significant,65.9903,1.0,,,
SPPL3,12:119684695-119826544,282,1,1,3.0,0.650749,CMC,0.18658649059454777,Not_Significant,,,,,
KANK1,"9:696676-736106,9:696676-736106,9:683338-736106,9:494554-736106,9:683338-736106,9:494694-736103,9:494554-736106,9:460290-736106,9:696676-736106,9:696676-736106,9:683338-736106,9:683338-736106,9:676766-736106,9:676766-736106,9:494554-736106,9:494554-736106,9:494554-736106,9:696676-736106,9:696676-736106",282,6,6,11.0,0.651974,CMC,0.18576972310500595,Not_Significant,,,,,
ALDH1L1,"3:127305102-127382119,3:127305102-127382119,3:127305093-127382719,3:127305102-127382119",282,2,2,7.0,0.652205,CMC,0.18561587608497454,Not_Significant,,,,,
TOX2,"20:41976905-42131668,20:41978183-42131668,20:41978183-42131668,20:42007949-42131668",282,1,1,2.0,0.652471,CMC,0.18543878639560044,Not_Significant,,,,,
WSCD1,17:5914657-5968471,282,1,1,3.0,0.653601,CMC,0.18468729201090767,Not_Significant,,,,,
NR1H3,"11:47227021-47247160,11:47236122-47247160,11:47226426-47247160,11:47226426-47247160,11:47236122-47247160,11:47235833-47247160",282,1,1,4.0,0.653605,CMC,0.1846846341621407,Not_Significant,,,,,
MAGI2,"7:77484307-78920919,7:77484307-78920919",282,5,5,15.0,0.653928,CMC,0.18447006654433198,Not_Significant,,,,,
XRN1,"3:143508141-143649569,3:143508141-143649569,3:143619373-143649594",282,3,3,,0.654185,Variable_Threshold,0.18429941816260162,Not_Significant,,,0.007093,6.77729,6.77729
GMDS,"6:1569033-2121224,6:1569039-2190838",282,2,2,,0.654234,SKAT-O,0.18426688969943625,Not_Significant,97.9044,1.0,,,
FHOD3,"18:32131673-32614181,18:32131673-32614181,18:32131673-32614181",282,4,4,,0.654505,SKAT-O,0.18408703136820603,Not_Significant,163.25,1.0,,,
KSR2,12:116375199-116891178,282,2,2,6.0,0.655045,CMC,0.18372886400763172,Not_Significant,,,,,
TTC27,"2:32706620-32899622,2:32706620-32899622",282,2,2,7.0,0.656057,CMC,0.1830584263102298,Not_Significant,,,,,
SV2B,"15:89444490-89646799,15:89444490-89646799,15:89444490-89646799,15:89444490-89646799,15:89446029-89646799,15:89443821-89646799,15:89445184-89646799,15:89444490-89646799,15:89445184-89646799,15:89445184-89646799,15:89446029-89646799",282,2,2,,0.6566,Variable_Threshold,0.18269912160667873,Not_Significant,,,0.00532,6.32541,6.32541
