Gene,RANGE,N_INFORMATIVE,NumVar,NumPolyVar,NonRefSite,P_value,Test_Type,neg_log10_p,significance_level,Q,rho,OptFreq,Zmax,Stat
MAP4K5,"14:49954942-50069037,14:49954942-50069037",282,1,1,,0.42026,Variable_Threshold,0.3764819438179408,Not_Significant,,,0.007093,6.32541,6.32541
WAPL,"10:88184992-88271521,10:88184992-88271529",282,2,2,,0.234043,Variable_Threshold,0.6307043436706365,Not_Significant,,,0.007093,10.1359,10.1359
PLCB4,"20:8997733-9409455,20:8997733-9409455,20:8997324-9409455,20:8997733-9409455,20:8997733-9409455,20:8997733-9409455,20:8997733-9409455,20:8997733-9409455",282,4,4,,0.102274,Variable_Threshold,0.9902347581909192,Not_Significant,,,0.00532,16.0728,16.0728
ICE1,5:5475789-5543333,282,2,2,,0.66468,Variable_Threshold,0.17738738880569152,Not_Significant,,,0.008866,2.47792,2.47792
GGA2,16:23382363-23429316,282,1,1,,0.497745,Variable_Threshold,0.30299309389887735,Not_Significant,,,0.007093,6.77729,6.77729
HTR2A,"13:46303681-46369189,13:46303681-46369189,13:46303681-46370218",282,2,2,,0.807239,Variable_Threshold,0.09299786426911573,Not_Significant,,,0.007093,5.44732,5.44732
WDR24,16:674622-680399,282,1,1,,0.479495,Variable_Threshold,0.3192159171350927,Not_Significant,,,0.007093,6.77729,6.77729
COG6,"13:39127798-39224765,13:39127798-39263803,13:39127763-39224765",282,2,2,,0.791938,Variable_Threshold,0.10130881754164893,Not_Significant,,,0.008866,0.272908,0.272908
SPPL3,12:119684695-119826544,282,1,1,,0.8,Variable_Threshold,0.09691001300805639,Not_Significant,,,0.00532,3.42194,3.42194
LINC01331,5:73700956-73868557,282,1,1,,0.433945,Variable_Threshold,0.36256531129430686,Not_Significant,,,0.00532,6.32541,6.32541
AGO2,"8:141599436-141714914,8:141599436-141714914",282,1,1,,0.549064,Variable_Threshold,0.2603770303643574,Not_Significant,,,0.008866,5.66967,5.66967
SAMD5,6:147871518-147932850,282,1,1,,0.57313,Variable_Threshold,0.24174685817379898,Not_Significant,,,0.008866,5.66967,5.66967
TVP23C-CDRT4,"17:15280056-15407522,17:15280056-15407522",282,1,1,,0.728438,Variable_Threshold,0.13760740669940108,Not_Significant,,,0.008866,1.9078,1.9078
CYP4F22,19:15480335-15524128,282,2,2,,0.7955,Variable_Threshold,0.09935981601739968,Not_Significant,,,0.00532,3.42194,3.42194
ACTL8,1:17954414-18026145,282,1,1,,0.0836259,Variable_Threshold,1.077659195227942,Not_Significant,,,0.007093,15.2339,15.2339
ZMIZ1-AS1,"10:80373088-80497211,10:80373088-80497211,10:80373088-80497211",282,1,1,,0.471545,Variable_Threshold,0.3264768558022834,Not_Significant,,,0.007093,6.77729,6.77729
FER1L6-AS1,8:125065558-125122204,282,1,1,,0.558804,Variable_Threshold,0.2527404938039006,Not_Significant,,,0.008866,5.66967,5.66967
MPHOSPH6,16:80739267-80761330,282,1,1,,0.483008,Variable_Threshold,0.31604567602471473,Not_Significant,,,0.007093,6.77729,6.77729
MPHOSPH10,2:71211271-71230739,282,1,1,,0.478824,Variable_Threshold,0.31982408966423875,Not_Significant,,,0.008866,6.77729,6.77729
PCDHGA5,"5:140724081-140872730,5:140724081-140726523",282,1,1,,0.171221,Variable_Threshold,0.7664429708223666,Not_Significant,,,0.00532,13.1693,13.1693
FOXJ3,"1:42414805-42573493,1:42414805-42574138,1:42414796-42573473,1:42414805-42573213",282,2,2,,0.0402,Variable_Threshold,1.39577394691553,Suggestive,,,0.007093,16.3025,16.3025
NUDT5,"10:12247332-12278149,10:12247332-12278149,10:12247334-12277896",282,1,1,,0.425091,Variable_Threshold,0.3715180897910839,Not_Significant,,,0.00532,6.32541,6.32541
ELAVL3,"19:11423140-11452861,19:11423140-11452861",282,1,1,,0.490979,Variable_Threshold,0.3089370829873371,Not_Significant,,,0.007093,6.77729,6.77729
STAB2,12:102505180-102684626,282,3,3,,0.31087,Variable_Threshold,0.5074211868120673,Not_Significant,,,0.008866,9.05586,9.05586
CFAP44,"3:114488466-114643030,3:114564401-114643051",282,1,1,,0.242634,Variable_Threshold,0.6150483420606869,Not_Significant,,,0.007093,10.1359,10.1359
LINC01098,4:178886904-179148898,282,1,1,,0.908,Variable_Threshold,0.04191415147891488,Not_Significant,,,0.008866,1.67933,1.67933
FAM168A,"11:72789179-72986805,11:72789179-72986805,11:72789179-72986805",282,1,1,,0.714231,Variable_Threshold,0.14616130390974139,Not_Significant,,,0.008866,1.9078,1.9078
ZNF780A,"19:45266898-45288690,19:45270738-45288650,19:45270738-45288685,19:45270738-45288685",282,2,2,,0.552234,Variable_Threshold,0.25787685818603906,Not_Significant,,,0.00532,4.86558,4.86558
SLC15A4,12:127843691-127874456,282,1,1,,0.169636,Variable_Threshold,0.7704819767122614,Not_Significant,,,0.00532,13.1693,13.1693
CYP2C18,"10:96433475-96485937,10:96433475-96485937",282,4,4,,0.548994,Variable_Threshold,0.2604324019636252,Not_Significant,,,0.008866,5.66967,5.66967
TMEM204,"16:1518679-1545570,16:1523667-1545570",282,1,1,,0.402112,Variable_Threshold,0.39565296630017355,Not_Significant,,,0.00532,6.32541,6.32541
CTNNBL1,"20:35755770-35933945,20:35755845-35933934",282,1,1,,0.433435,Variable_Threshold,0.36307602219678337,Not_Significant,,,0.00532,6.32541,6.32541
LINC00663,19:19728180-19748222,282,1,1,,0.907,Variable_Threshold,0.04239271293990473,Not_Significant,,,0.007093,1.67933,1.67933
SMG1P1,16:22355829-22411042,282,1,1,,0.474618,Variable_Threshold,0.323655795085313,Not_Significant,,,0.007093,6.77729,6.77729
MAVS,"20:3775480-3804765,20:3775480-3804765,20:3775445-3804770,20:3775480-3804765",282,1,1,,0.0849866,Variable_Threshold,1.0706495449306823,Not_Significant,,,0.007093,15.2339,15.2339
RBBP9,20:18415185-18425869,282,1,1,,0.913,Variable_Threshold,0.039529222465701036,Not_Significant,,,0.007093,1.67933,1.67933
SMCHD1,18:2645724-2795015,282,2,2,,0.949,Variable_Threshold,0.022733787572707352,Not_Significant,,,0.007093,1.67933,1.67933
MPZL1,"1:165957842-166027780,1:165957842-166027780,1:165957842-166027780",282,2,2,,0.681406,Variable_Threshold,0.16659404664806646,Not_Significant,,,0.008866,2.28913,2.28913
EGLN1,"1:229566125-229624656,1:229566125-229624656,1:229566125-229624656",282,2,2,,0.02835,Variable_Threshold,1.5474469367710746,Suggestive,,,0.007093,18.5926,18.5926
DMRT1,"9:831696-959090,9:833288-959090",282,1,1,,0.433537,Variable_Threshold,0.362973831959132,Not_Significant,,,0.00532,6.32541,6.32541
KCNH5,"14:62235934-62581929,14:62235934-62581929",282,1,1,,0.280562,Variable_Threshold,0.5519711512259696,Not_Significant,,,0.008866,9.48527,9.48527
LINC02882,12:72813222-72972678,282,1,1,,0.286564,Variable_Threshold,0.5427783693586556,Not_Significant,,,0.008866,9.48527,9.48527
TNKS,8:9450831-9677266,282,2,2,,0.59505,Variable_Threshold,0.22544654047016827,Not_Significant,,,0.007093,3.63102,3.63102
ATP5MC2,"12:52345210-52355470,12:52345220-52356381,12:52345220-52356134,12:52345220-52356134,12:52345220-52356134,12:52345220-52356134,12:52345220-52356381,12:52345220-52356381,12:52345220-52356134,12:52345220-52356134,12:52345220-52356134,12:52345220-52356134",282,1,1,,0.0466,Variable_Threshold,1.3316140833099999,Suggestive,,,0.00532,16.0728,16.0728
ERN1,17:59470233-59561236,282,1,1,,0.491037,Variable_Threshold,0.30888578223464125,Not_Significant,,,0.007093,6.77729,6.77729
ABCC4,"13:94546025-94751706,13:94470089-94751706,13:94470089-94751706,13:94546025-94751706",282,2,2,,0.825467,Variable_Threshold,0.08330028400551368,Not_Significant,,,0.008866,3.63102,3.63102
KCNIP1-OT1,5:169749074-169782426,282,1,1,,0.408439,Variable_Threshold,0.3888727957816836,Not_Significant,,,0.00532,6.32541,6.32541
PRR16,"5:119827871-120050924,5:119827893-120050907,5:119895057-120050924,5:119829224-120050924",282,1,1,,0.799,Variable_Threshold,0.09745322068600859,Not_Significant,,,0.00532,3.42194,3.42194
SPTBN5,15:39927635-39973543,282,1,1,,0.123787,Variable_Threshold,0.907324962139118,Not_Significant,,,0.008866,13.2471,13.2471
NMNAT2,"1:181483994-181654138,1:181483994-181540632",282,2,2,,0.9185,Variable_Threshold,0.036920839358172884,Not_Significant,,,0.008866,1.67933,1.67933
TEKT1,17:6642035-6675772,282,2,2,,0.675391,Variable_Threshold,0.1704447309028276,Not_Significant,,,0.00532,6.32541,6.32541
CACNG5,"17:62261696-62321330,17:62261696-62321330",282,1,1,,0.707067,Variable_Threshold,0.1505394315331885,Not_Significant,,,0.008866,1.9078,1.9078
SLC13A3,"20:44619873-44713505,20:44619873-44746531,20:44619873-44746531,20:44619873-44713505,20:44619873-44713505",282,1,1,,0.7945,Variable_Threshold,0.09990609845660166,Not_Significant,,,0.00532,3.42194,3.42194
PRR12,19:54786250-54821508,282,1,1,,0.221918,Variable_Threshold,0.6538074702617682,Not_Significant,,,0.007093,10.1359,10.1359
COL18A1,"21:45699863-45758062,21:45699863-45758062,21:45649507-45758062",282,1,1,,0.712086,Variable_Threshold,0.14746755261317476,Not_Significant,,,0.008866,1.9078,1.9078
ELOVL7,"5:60083374-60175853,5:60083372-60175858,5:60083374-60175853,5:60083374-60175853",282,1,1,,0.276024,Variable_Threshold,0.5590531548390755,Not_Significant,,,0.008866,9.48527,9.48527
ATP1B2,"17:7490669-7501814,17:7494968-7501813",282,1,1,,0.7925,Variable_Threshold,0.10100072911021091,Not_Significant,,,0.00532,3.42194,3.42194
MESD,"15:79055147-79069215,15:79025684-79069215,15:79025684-79069215",282,1,1,,0.554161,Variable_Threshold,0.25636404167320614,Not_Significant,,,0.008866,5.66967,5.66967
TBC1D24,"16:2465128-2495730,16:2465128-2495730",282,1,1,,0.704649,Variable_Threshold,0.15202716006239048,Not_Significant,,,0.008866,1.9078,1.9078
AXDND1,"1:177601801-177790493,1:177601728-177790493",282,1,1,,0.355209,Variable_Threshold,0.4495160389496877,Not_Significant,,,0.00532,10.7335,10.7335
UBQLN3,"11:5485105-5487763,11:5485105-5487763",282,1,1,,0.232681,Variable_Threshold,0.6332390783894483,Not_Significant,,,0.007093,10.1359,10.1359
MRAP2,"6:84800556-84857324,6:84800209-84857319,6:84800209-84857319,6:84800209-84857319,6:84800209-84857319",282,1,1,,0.822454,Variable_Threshold,0.08488838286714433,Not_Significant,,,0.008866,1.9078,1.9078
ARSK,5:94916560-94966562,282,1,1,,0.697457,Variable_Threshold,0.15648256258967705,Not_Significant,,,0.008866,1.9078,1.9078
GANC,"15:40353657-40433156,15:40353657-40363914,15:40353147-40394323",282,1,1,,0.229721,Variable_Threshold,0.6387993018565832,Not_Significant,,,0.007093,10.1359,10.1359
CCDC144A,"17:16534279-16621919,17:16534279-16621919,17:16534279-16621919,17:16534279-16621919",282,1,1,,0.741049,Variable_Threshold,0.13015307444167007,Not_Significant,,,0.007093,1.67933,1.67933
IL36B,"2:113501480-113526915,2:113496136-113526915",282,1,1,,0.413573,Variable_Threshold,0.383447821784921,Not_Significant,,,0.00532,6.32541,6.32541
HLF,"17:50697319-50757547,17:50698581-50757547",282,1,1,,0.729842,Variable_Threshold,0.1367711480371511,Not_Significant,,,0.007093,1.67933,1.67933
ADAMTSL1,"9:18464150-18900947,9:18464150-18674952",282,1,1,,0.169375,Variable_Threshold,0.7711506917815191,Not_Significant,,,0.00532,13.1693,13.1693
IGDCC3,15:63406517-63457393,282,1,1,,0.0838109,Variable_Threshold,1.0766994956655191,Not_Significant,,,0.007093,15.2339,15.2339
PGLYRP4,1:151569220-151587941,282,1,1,,0.735547,Variable_Threshold,0.1333895714904995,Not_Significant,,,0.008866,1.9078,1.9078
CAPZA1,1:112963976-113015759,282,2,2,,0.402118,Variable_Threshold,0.3956464861467561,Not_Significant,,,0.007093,8.41542,8.41542
DAGLA,11:61204438-61271049,282,1,1,,0.7995,Variable_Threshold,0.0971815319177465,Not_Significant,,,0.00532,3.42194,3.42194
SYT7,"11:61046135-61066924,11:61046135-61105124,11:61037763-61104920,11:61037761-61105124,11:61037763-61104920,11:61037763-61104920",282,2,2,,0.493643,Variable_Threshold,0.3065870170271916,Not_Significant,,,0.007093,6.77729,6.77729
TPRXL,3:13953807-14082482,282,2,2,,0.818103,Variable_Threshold,0.08719201476927012,Not_Significant,,,0.008866,1.9078,1.9078
PCDH9,"13:65774966-66702469,13:65774966-66702469,13:65774966-66702469,13:65774966-66702469,13:66673147-66702469",282,5,5,,0.545403,Variable_Threshold,0.2632824775424226,Not_Significant,,,0.008866,5.66556,5.66556
LCK,"1:32512298-32524355,1:32489452-32524353,1:32489452-32524353",282,1,1,,0.0832278,Variable_Threshold,1.0797315851278106,Not_Significant,,,0.007093,15.2339,15.2339
RBM20,10:112394083-112589216,282,3,3,,0.829734,Variable_Threshold,0.08106111346435035,Not_Significant,,,0.008866,3.17739,3.17739
ETFDH,"4:159822709-159849315,4:159812897-159850225,4:159812702-159849315",282,1,1,,0.57138,Variable_Threshold,0.24307496528623393,Not_Significant,,,0.008866,5.66967,5.66967
FILIP1,"6:76074525-76260236,6:76074525-76260236,6:76058294-76260236,6:76222825-76260236",282,1,1,,0.284791,Variable_Threshold,0.5454737394456353,Not_Significant,,,0.008866,9.48527,9.48527
PPP1R37,19:50288276-50342383,282,1,1,,0.468463,Variable_Threshold,0.32932470473434167,Not_Significant,,,0.007093,6.77729,6.77729
BRWD1,"21:39477971-39607428,21:39479277-39607428,21:39590232-39607582",282,2,2,,0.663093,Variable_Threshold,0.17842555673196578,Not_Significant,,,0.007093,3.23824,3.23824
NPHS2,"1:177786296-177811706,1:177786296-177811706",282,1,1,,0.9065,Variable_Threshold,0.042632191568472554,Not_Significant,,,0.007093,1.67933,1.67933
CLVS2,6:123359078-123435769,282,1,1,,0.568288,Variable_Threshold,0.24543151444410646,Not_Significant,,,0.008866,5.66967,5.66967
SEC24B,"4:110574319-110681064,4:110574419-110681488,4:110574319-110681064,4:110574319-110681064,4:110574319-110681064",282,1,1,,0.556202,Variable_Threshold,0.25476745382604454,Not_Significant,,,0.008866,5.66967,5.66967
ATG2A,"11:64418593-64441257,11:64418593-64441257,11:64418593-64441257",282,1,1,,0.484046,Variable_Threshold,0.3151133643950886,Not_Significant,,,0.007093,6.77729,6.77729
PLCE1,"10:95743677-96082570,10:95838772-96078138,10:95743677-96082570",282,1,1,,0.469734,Variable_Threshold,0.32814800384063963,Not_Significant,,,0.008866,6.77729,6.77729
NIN,"14:50262296-50367589,14:50263700-50367589,14:50256230-50367630,14:50262296-50367589",282,5,5,,0.796887,Variable_Threshold,0.09860325797122961,Not_Significant,,,0.008866,3.5802,3.5802
PEX3,6:143813634-143853444,282,1,1,,0.906,Variable_Threshold,0.042871802323186915,Not_Significant,,,0.007093,1.67933,1.67933
USP34,2:61268101-61551726,282,1,1,,0.787,Variable_Threshold,0.10402526764093542,Not_Significant,,,0.00532,3.42194,3.42194
ADAMTS6,"5:64480320-64813503,5:64480320-64813503",282,1,1,,0.411389,Variable_Threshold,0.38574732494846276,Not_Significant,,,0.007093,6.32541,6.32541
DPYSL5,"2:26924503-27026723,2:26924795-27026723,2:26924660-27026723",282,1,1,,0.71863,Variable_Threshold,0.14349465665196243,Not_Significant,,,0.008866,1.9078,1.9078
FLJ22447,14:61107010-61191184,282,1,1,,0.293798,Variable_Threshold,0.531951164951209,Not_Significant,,,0.008866,9.48527,9.48527
HSPA12A,"10:118420692-118492067,10:118420692-118599223",282,4,4,,0.967,Variable_Threshold,0.014573525916998339,Not_Significant,,,0.00532,3.42194,3.42194
EFCAB6,"22:42255990-42539518,22:42255990-42539518",282,5,5,,0.595387,Variable_Threshold,0.22520065220508395,Not_Significant,,,0.007093,7.40744,7.40744
KCNJ13,"2:233338755-233349519,2:233338755-233349519,2:233338755-233349519",282,1,1,,0.227946,Variable_Threshold,0.642168024401565,Not_Significant,,,0.007093,10.1359,10.1359
MGLL,"3:128890594-129024783,3:128890594-129024415,3:128890594-129024415",282,2,2,,0.129296,Variable_Threshold,0.8884149105782191,Not_Significant,,,0.008866,11.6809,11.6809
TRABD2B,1:47998786-48235644,282,2,2,,0.848869,Variable_Threshold,0.07115932620695399,Not_Significant,,,0.007093,1.67933,1.67933
TENM3,4:183401548-183961171,282,1,1,,0.79,Variable_Threshold,0.10237290870955855,Not_Significant,,,0.00532,3.42194,3.42194
CEACAM20,"19:49702050-49725538,19:49702050-49725538,19:49702050-49725538,19:49702050-49725538",282,1,1,,0.7885,Variable_Threshold,0.10319830233507835,Not_Significant,,,0.00532,3.42194,3.42194
CD200R1,"3:114122743-114176640,3:114130454-114176640,3:114122743-114176640,3:114130454-114176640",282,2,2,,0.969,Variable_Threshold,0.013676222949234686,Not_Significant,,,0.008866,2.44302,2.44302
SPATA17,"1:215871308-216111661,1:215871308-216111661",282,1,1,,0.721582,Variable_Threshold,0.1417143088893069,Not_Significant,,,0.008866,1.9078,1.9078
CDH11,"16:63535157-63713467,16:63535157-63713467,16:63535157-63713467",282,3,3,,0.258487,Variable_Threshold,0.5875612938475405,Not_Significant,,,0.00532,11.7954,11.7954
SLC2A13,12:38435093-38786150,282,1,1,,0.23316,Variable_Threshold,0.6323459533525927,Not_Significant,,,0.007093,10.1359,10.1359
CSN1S2BP,4:71033909-71047010,282,1,1,,0.184132,Variable_Threshold,0.7348707296070898,Not_Significant,,,0.00532,13.1693,13.1693
MOCOS,18:32021457-32106118,282,1,1,,0.9065,Variable_Threshold,0.042632191568472554,Not_Significant,,,0.007093,1.67933,1.67933
KATNB1,16:56327182-56348657,282,1,1,,0.173666,Variable_Threshold,0.7602851985806581,Not_Significant,,,0.00532,13.1693,13.1693
AMPD3,"11:10428813-10485702,11:10439253-10485702,11:10433386-10485702,11:10428443-10485702,11:10434178-10485702",282,1,1,,0.417111,Variable_Threshold,0.3797483568424736,Not_Significant,,,0.00532,6.32541,6.32541
TM9SF2,13:98951726-99014303,282,1,1,,0.774,Variable_Threshold,0.11125903931710739,Not_Significant,,,0.00532,3.42194,3.42194
USP49,"6:41873360-41971091,6:41865611-41967591,6:41865611-41971091",282,1,1,,0.471028,Variable_Threshold,0.32695327570750177,Not_Significant,,,0.007093,6.77729,6.77729
SNX24,"5:122209206-122372798,5:122209042-122372806",282,1,1,,0.43839,Variable_Threshold,0.3581393609889052,Not_Significant,,,0.00532,6.32541,6.32541
DPYS,8:105460834-105548459,282,2,2,,0.671012,Variable_Threshold,0.17326971308408912,Not_Significant,,,0.00532,6.32541,6.32541
TANGO6,16:67434934-67676586,282,1,1,,0.493304,Variable_Threshold,0.30688536300758396,Not_Significant,,,0.008866,6.77729,6.77729
ASAP3,"1:23627642-23683259,1:23627642-23683259",282,1,1,,0.563576,Variable_Threshold,0.24904750968882877,Not_Significant,,,0.008866,5.66967,5.66967
COL1A2,7:93862142-93898475,282,1,1,,0.723173,Variable_Threshold,0.14075779681630152,Not_Significant,,,0.008866,1.9078,1.9078
MRPS9-AS1,2:105079941-105085834,282,1,1,,0.283515,Variable_Threshold,0.5474239588349351,Not_Significant,,,0.008866,9.48527,9.48527
PDE10A,"6:165660767-165995758,6:165660767-165995758,6:165660767-165996719",282,1,1,,0.9115,Variable_Threshold,0.0402433270090049,Not_Significant,,,0.008866,1.67933,1.67933
ATF6,1:160002733-160200484,282,3,3,,0.708072,Variable_Threshold,0.14992257901525163,Not_Significant,,,0.007093,6.77729,6.77729
HMCN1,1:183970145-184426704,282,1,1,,0.0912045,Variable_Threshold,1.0399837331962012,Not_Significant,,,0.007093,15.2339,15.2339
SMG5,"1:154485638-154519240,1:154485638-154527913,1:154485638-154519305,1:154485638-154519305,1:154485638-154519305",282,1,1,,0.724857,Variable_Threshold,0.13974766272068617,Not_Significant,,,0.008866,1.67933,1.67933
SZT2,"1:43628156-43692505,1:43628156-43692505",282,1,1,,0.0850937,Variable_Threshold,1.0701025921659038,Not_Significant,,,0.007093,15.2339,15.2339
AQP11,"11:76978645-76999049,11:76978327-76999049",282,1,1,,0.424941,Variable_Threshold,0.37167136442771326,Not_Significant,,,0.00532,6.32541,6.32541
LOC101927572,"19:41197243-41228725,19:41197243-41233859",282,1,1,,0.811958,Variable_Threshold,0.09046643484748218,Not_Significant,,,0.008866,1.9078,1.9078
SNED1,2:241586707-241683656,282,1,1,,0.806,Variable_Threshold,0.09366495819490933,Not_Significant,,,0.00532,3.42194,3.42194
JAZF1,7:27836720-28186939,282,1,1,,0.9125,Variable_Threshold,0.039767126871487694,Not_Significant,,,0.008866,1.67933,1.67933
ERVK13-1,16:2648390-2663441,282,1,1,,0.235789,Variable_Threshold,0.6274764594221545,Not_Significant,,,0.007093,10.1359,10.1359
GNA13,"17:60435868-60483320,17:60435868-60482354",282,1,1,,0.479785,Variable_Threshold,0.31895333394021996,Not_Significant,,,0.007093,6.77729,6.77729
PTCHD3,10:27727122-27743303,282,1,1,,0.722268,Variable_Threshold,0.14130162608014613,Not_Significant,,,0.007093,1.67933,1.67933
TEAD1,11:12652543-12922860,282,3,3,,0.9815,Variable_Threshold,0.008109696063974972,Not_Significant,,,0.007093,2.44302,2.44302
TMEM100,"17:51151986-51164441,17:51151986-51155224",282,1,1,,0.479772,Variable_Threshold,0.3189651015126833,Not_Significant,,,0.008866,6.77729,6.77729
SLC44A3-AS1,"1:94911040-95058376,1:94911040-95058376,1:94854499-95058376,1:94895676-95058376,1:94854499-95058376,1:94911040-95058376,1:94911040-95058376",282,2,2,,0.096147,Variable_Threshold,1.017064262166759,Not_Significant,,,0.008866,12.7388,12.7388
DCP1B,"12:1925479-1983884,12:1970882-1983884,12:1921017-1983962",282,1,1,,0.426888,Variable_Threshold,0.3696860532237678,Not_Significant,,,0.00532,6.32541,6.32541
TNS1,"2:218372556-218517038,2:218372758-218517038,2:218372756-218493204",282,2,2,,0.481335,Variable_Threshold,0.31755255769888835,Not_Significant,,,0.007093,7.40744,7.40744
C2orf74,"2:61225706-61245468,2:61242826-61245466,2:61225706-61245468,2:61225754-61245466,2:61225754-61245466,2:61225754-61245466",282,1,1,,0.7735,Variable_Threshold,0.11153968196461368,Not_Significant,,,0.00532,3.42194,3.42194
ZFYVE16,"5:79739638-79814954,5:79739638-79814954,5:79739638-79814954,5:79739638-79814954,5:79739638-79814954,5:79739638-79771951,5:79739638-79814954,5:79739638-79814954",282,1,1,,0.9085,Variable_Threshold,0.0416750683559469,Not_Significant,,,0.007093,1.67933,1.67933
DNAH1,3:52325374-52409548,282,1,1,,0.414428,Variable_Threshold,0.38255091003238734,Not_Significant,,,0.00532,6.32541,6.32541
TCTEX1D4,"1:45044151-45045610,1:45044151-45045610,1:45044168-45045544,1:45044151-45045610",282,1,1,,0.794,Variable_Threshold,0.10017949757290372,Not_Significant,,,0.00532,3.42194,3.42194
LOC100507053,4:100229030-100441536,282,1,1,,0.276291,Variable_Threshold,0.558633261713953,Not_Significant,,,0.008866,9.48527,9.48527
CCSAP,1:227523384-227545417,282,1,1,,0.482199,Variable_Threshold,0.31677369461168053,Not_Significant,,,0.007093,6.77729,6.77729
IQCJ-SCHIP1,"3:160269734-161097849,3:160269734-161097849",282,7,7,,0.226397,Variable_Threshold,0.6451293323074321,Not_Significant,,,0.007093,11.5963,11.5963
CCDC6,10:61218510-61336320,282,1,1,,0.415416,Variable_Threshold,0.38151678036256675,Not_Significant,,,0.00532,6.32541,6.32541
ZNF831,"20:57172270-57267562,20:57131837-57267562",282,1,1,,0.422952,Variable_Threshold,0.37370891706462733,Not_Significant,,,0.008866,5.66967,5.66967
GTPBP10,"7:89813965-89858703,7:89813965-89858703",282,1,1,,0.04135,Variable_Threshold,1.3835244861114346,Suggestive,,,0.008866,17.0627,17.0627
LONP2,"16:46835711-46948761,16:46835711-46948761,16:46835711-46954415",282,1,1,,0.515122,Variable_Threshold,0.28808990173159144,Not_Significant,,,0.008866,5.66967,5.66967
TBC1D3H,"17:31605141-31616109,17:31820175-31831120,17_random:993891-1004836",282,1,1,,0.8985,Variable_Threshold,0.0464819185550074,Not_Significant,,,0.007093,1.67933,1.67933
EP400,12:131000439-131130958,282,1,1,,0.163925,Variable_Threshold,0.785354807661447,Not_Significant,,,0.00532,13.1693,13.1693
PAQR5,"15:67393795-67487030,15:67378304-67487173",282,1,1,,0.124793,Variable_Threshold,0.9038097748029108,Not_Significant,,,0.008866,13.2471,13.2471
EYA2,"20:44956669-45250899,20:44956888-45250899",282,4,4,,0.97,Variable_Threshold,0.01322826573375516,Not_Significant,,,0.00532,3.42194,3.42194
LINC02551,11:130219297-130237215,282,1,1,,0.481928,Variable_Threshold,0.3170178404715005,Not_Significant,,,0.007093,6.77729,6.77729
MTRES1,"6:107456095-107479483,6:107456095-107479483,6:107456095-107479483",282,1,1,,0.48147,Variable_Threshold,0.3174307682286609,Not_Significant,,,0.007093,6.77729,6.77729
RUNX1,"21:35081967-35182866,21:35081967-35343469,21:35115445-35182866",282,1,1,,0.7925,Variable_Threshold,0.10100072911021091,Not_Significant,,,0.00532,3.42194,3.42194
SPATA5,"4:124063682-124169106,4:124063682-124460037,4:124063682-124460037",282,2,2,,0.409006,Variable_Threshold,0.3882703209711951,Not_Significant,,,0.007093,10.1359,10.1359
BCL2L2-PABPN1,14:22845881-22865234,282,1,1,,0.694717,Variable_Threshold,0.15819207363772317,Not_Significant,,,0.008866,1.9078,1.9078
SMAD3,"15:65245546-65274587,15:65144993-65274559,15:65205107-65274587,15:65217412-65274587",282,1,1,,0.569267,Variable_Threshold,0.2446839911986307,Not_Significant,,,0.008866,5.66967,5.66967
CUL3,"2:225043110-225158324,2:225043110-225142916,2:225043110-225158358",282,1,1,,0.797,Variable_Threshold,0.09854167860388763,Not_Significant,,,0.00532,3.42194,3.42194
GMFG,"19:44510838-44518523,19:44510838-44518523",282,1,1,,0.49493,Variable_Threshold,0.3054562207906217,Not_Significant,,,0.007093,6.77729,6.77729
NDE1,"16:15644739-15727709,16:15651602-15727709",282,2,2,,0.228167,Variable_Threshold,0.6417471677804576,Not_Significant,,,0.007093,10.1359,10.1359
UBE2D1,"10:59764771-59800514,10:59764744-59800519",282,1,1,,0.907,Variable_Threshold,0.04239271293990473,Not_Significant,,,0.007093,1.67933,1.67933
SLC6A11,"3:10832912-10850485,3:10832912-10957400",282,1,1,,0.245632,Variable_Threshold,0.6097150556166601,Not_Significant,,,0.007093,10.1359,10.1359
MALT1,"18:54489676-54572689,18:54489676-54572689",282,1,1,,0.282836,Variable_Threshold,0.548465313381847,Not_Significant,,,0.008866,9.48527,9.48527
DPYD,"1:97315887-98159178,1:97957901-98159203",282,7,7,,0.643363,Variable_Threshold,0.19154391912240007,Not_Significant,,,0.007093,5.89629,5.89629
FOXN3,"14:88692275-89155262,14:88692275-88953330",282,1,1,,0.04215,Variable_Threshold,1.3752024210392388,Suggestive,,,0.008866,17.0627,17.0627
CHRNA5,"15:76644916-76674666,15:76644916-76674666",282,1,1,,0.279834,Variable_Threshold,0.5530995195964833,Not_Significant,,,0.008866,9.48527,9.48527
LHFPL6,13:38815028-39075330,282,3,3,,0.24581,Variable_Threshold,0.6094004531970083,Not_Significant,,,0.00532,13.1693,13.1693
TMA7,"3:48456670-48460620,3:48456670-48460620,3:48456670-48460620",282,1,1,,0.237801,Variable_Threshold,0.6237863234197294,Not_Significant,,,0.007093,10.1359,10.1359
NPC2,"14:74016390-74029968,14:74016395-74029761,14:74016395-74029761",282,1,1,,0.233819,Variable_Threshold,0.6311202012157223,Not_Significant,,,0.007093,10.1359,10.1359
ZNF727,7:63143246-63183152,282,1,1,,0.498052,Variable_Threshold,0.3027253115894942,Not_Significant,,,0.007093,6.77729,6.77729
